[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-17 15:37:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-17 15:37:46] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864\
[2024-12-17 15:37:46] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Freaky-Font/
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js?simply_static_page=444
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 1845 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b1727c7f-iX3ovi.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:7d309ea679e60c54a815241c0e5d8231ae2f90f4===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b173b5c3-is7kcj.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt?simply_static_page=445
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt?simply_static_page=445
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b173b5c3-is7kcj.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:e14ed91a22f13176ff0aa5a4a796091bf326ba56===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b17503fc-DpNdiR.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js?simply_static_page=446
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js?simply_static_page=446
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 1590 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b17503fc-DpNdiR.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:67fa2f4144c7c68b8e47cdb9dba7b49adca57897===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b175f6ae-3zfpr6.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js?simply_static_page=447
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js?simply_static_page=447
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b175f6ae-3zfpr6.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.asset.php
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.asset.php
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b17719f1-7ntB25.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js?simply_static_page=449
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js?simply_static_page=449
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 1631 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b17719f1-7ntB25.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:492398df94d161aaaeb6362991066c0d3e29507f===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b177f0d7-RaCfJ0.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt?simply_static_page=450
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt?simply_static_page=450
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 468 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b177f0d7-RaCfJ0.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:9434b14585e0c945dcd2ef93657e815b3c8b874a===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 400 of 624 pages/files
[2024-12-17 15:39:03] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-17 15:39:03] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-17 15:39:03] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:69] Total pages: 624; Pages remaining: 174
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b179cc10-WHL1st.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js?simply_static_page=451
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js?simply_static_page=451
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 1308 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b179cc10-WHL1st.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:3de1458c2a2e2fe2204445f7dc1f8f4150e19a18===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b17ace73-skf2HR.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js?simply_static_page=452
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js?simply_static_page=452
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b17ace73-skf2HR.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b17bd38f-0upEme.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js?simply_static_page=454
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js?simply_static_page=454
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:103] Filesize: 59753 bytes
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b17bd38f-0upEme.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:03] [class-ss-page.php:119] Checking Content Identical:607e6460be03fc755627ff0aba8239624c826dd0===. Value: FALSE
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-12-17 15:39:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 624
[2024-12-17 15:39:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b17cf48c-DavYcM.tmp
[2024-12-17 15:39:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt?simply_static_page=455
